ID	sentence	verb_phrase	noun_phrase
gossipcop-1000240645	17.4	9.555555555555555	4.641025641025641
gossipcop-1009248558	13.548387096774194	8.045801526717558	4.12
gossipcop-1012123555	11.5625	7.147058823529412	3.8333333333333335
gossipcop-1014616559	12.449056603773585	7.788321167883212	4.0333965844402275
gossipcop-1014636162	7.833333333333333	5.714285714285714	3.4918032786885247
gossipcop-1020220396	13	7.869565217391305	4
gossipcop-1023576750	12.471428571428572	8.393574297188755	4.1239316239316235
gossipcop-1023869303	10.954545454545455	6.9855072463768115	3.9754098360655736
gossipcop-1026488145	11.23076923076923	7.54054054054054	3.727272727272727
gossipcop-1031800447	13.333333333333334	8.64	3.959731543624161
gossipcop-1032468824	11.714285714285714	7.545454545454546	3.7450980392156863
gossipcop-1032664975	8.321428571428571	6.68	3.8762886597938144
gossipcop-1036952493	14	8.655430711610487	4.208466453674121
gossipcop-1037841505	13	7.157894736842105	3.3125
gossipcop-1039751251	11.25	7.2	3.6785714285714284
gossipcop-1043854322	12.35483870967742	7.83453237410072	3.8325991189427313
gossipcop-1044110130	14.473684210526315	8.864864864864865	3.903030303030303
gossipcop-10448753	16.235294117647058	10.066666666666666	4.910256410256411
gossipcop-1046566535	17.047619047619047	9.006172839506172	4.2105263157894735
gossipcop-1049883569	13.511627906976743	8.544502617801047	3.8931297709923665
gossipcop-1051213706	11.285714285714286	6.371428571428571	3.3846153846153846
gossipcop-1051672830	13.466666666666667	8.617647058823529	3.8503401360544216
gossipcop-1052490641	9	6.282608695652174	3.493150684931507
gossipcop-1053862865	14.25	8.124087591240876	4.150943396226415
gossipcop-1063768757	15	9.236842105263158	4.423529411764706
gossipcop-1064096338	12.75	8.336448598130842	4.2175732217573225
gossipcop-106514171	12.636363636363637	8.55	3.86
gossipcop-1065734621	13.25	8.1875	4.228571428571429
gossipcop-1066426271	12.777777777777779	8.08108108108108	3.8375
gossipcop-1066850840	11.346153846153847	6.842105263157895	3.6011904761904763
gossipcop-1075873295	13.473684210526315	8.108108108108109	4.243654822335025
gossipcop-108177076	10.857142857142858	6.916666666666667	3.264705882352941
gossipcop-1084487702	11.166666666666666	7.2444444444444445	3.6436781609195403
gossipcop-1086231022	12.153846153846153	7.756756756756757	4.136302294197031
gossipcop-109358738	13.885714285714286	8.577777777777778	4.019230769230769
gossipcop-109561633	11.239024390243902	7.074123989218329	3.8055770720371807
gossipcop-1099516198	11.818181818181818	7.840490797546012	4.16400580551524
gossipcop-1103113292	12.4375	7.911764705882353	3.680672268907563
gossipcop-1103229113	13.692307692307692	8.109375	3.8118811881188117
gossipcop-1105091447	10.875	7.344827586206897	3.660377358490566
gossipcop-1107520962	9.266666666666667	5.897435897435898	3.8983050847457625
gossipcop-1108936720	15.411764705882353	9.27450980392157	4.491803278688525
gossipcop-1115907121	9.947368421052632	6.25	3.5283018867924527
gossipcop-1120081991	11.68421052631579	7.45945945945946	4.423880597014925
gossipcop-1120099314	12.129032258064516	6.881481481481481	3.7155172413793105
gossipcop-1126220623	12.243523316062177	8.174629324546952	4.0936853002070395
gossipcop-1126928115	13.1	6.9714285714285715	4.298969072164948
gossipcop-1127889925	12.471428571428572	8.393574297188755	4.1239316239316235
gossipcop-1132358492	12.11111111111111	8.070422535211268	4.294117647058823
gossipcop-1134125875	12.08695652173913	7.391304347826087	3.5357142857142856
gossipcop-1134909578	11.391304347826088	6.573170731707317	3.964788732394366
gossipcop-1138885480	10.454545454545455	6.393939393939394	3.5733333333333333
gossipcop-1143311659	10.761904761904763	6.808510638297872	4.207792207792208
gossipcop-1146379778	12.833333333333334	7.540785498489426	4.082224909310762
gossipcop-1151972925	16	7	4.133333333333334
gossipcop-1154955596	13.069767441860465	7.3232323232323235	3.9377049180327868
gossipcop-1156920900	12.505494505494505	8.044293015332197	4.165904936014625
gossipcop-1156925967	13	9.74074074074074	4.081632653061225
gossipcop-1170441384	10.318181818181818	6.21875	3.543307086614173
gossipcop-117212997	13.293103448275861	8.108843537414966	4.059288537549407
gossipcop-1174330891	14.692307692307692	8.505263157894737	3.9244186046511627
gossipcop-1181298966	12.130434782608695	7.775	3.778481012658228
gossipcop-1185219723	12	6.902439024390244	3.5714285714285716
gossipcop-1186645827	13.5	8.423076923076923	3.9649122807017543
gossipcop-1188213997	11.571428571428571	8.416666666666666	4.25
gossipcop-1188816168	11.833333333333334	7.125	3.7941176470588234
gossipcop-1188990128	11.31578947368421	6.485714285714286	3.4205607476635516
gossipcop-1196788294	12.148148148148149	7.6923076923076925	3.9732620320855614
gossipcop-1198146648	14.518518518518519	8.85234899328859	4.08300395256917
gossipcop-12007541	11.227272727272727	6.546511627906977	3.7163120567375887
gossipcop-1202990527	18	11.169811320754716	5.215277777777778
gossipcop-120348930	11.333333333333334	7.318181818181818	3.722972972972973
gossipcop-1204805620	12.613636363636363	7.556213017751479	4.1225626740947074
gossipcop-121084045	14.5	8.023255813953488	4.178571428571429
gossipcop-1211038093	11.727272727272727	7.534883720930233	3.55
gossipcop-1211097930	12.307692307692308	7.304347826086956	3.9326424870466323
gossipcop-1212267256	14.72	8.673202614379084	4.16
gossipcop-1216245722	11.619047619047619	8.064102564102564	3.8421052631578947
gossipcop-1216355292	11.166666666666666	6.7443609022556394	4.205128205128205
gossipcop-1220474761	11.478260869565217	7.010526315789473	3.591194968553459
gossipcop-1220539977	8	7.571428571428571	3.8181818181818183
gossipcop-1225099614	14.666666666666666	8.5625	4.055555555555555
gossipcop-1229259214	42.61538461538461	16.36231884057971	7.231464737793852
gossipcop-1230409750	10.833333333333334	6.857142857142857	3.9761904761904763
gossipcop-1232016858	11.04	7.253333333333333	4.011494252873563
gossipcop-1237938606	10.090909090909092	6.619718309859155	4.015037593984962
gossipcop-1239121151	13.0625	7.193181818181818	4.046153846153846
gossipcop-1239218320	12.037037037037036	7.104347826086957	3.63265306122449
gossipcop-1241528475	12.6	7.271428571428571	3.8672566371681416
gossipcop-1242871756	11	6.764705882352941	3.911764705882353
gossipcop-1244264367	10.416666666666666	6.75	3.6285714285714286
gossipcop-1247316129	11.261904761904763	8.225806451612904	3.9653579676674364
gossipcop-1247336364	10.518518518518519	6.695121951219512	4.021897810218978
gossipcop-1249049450	12.8	7.65	3.7333333333333334
gossipcop-1251383153	10.981132075471699	7.0404624277456644	3.7713414634146343
gossipcop-1252725097	11.333333333333334	6.6	3.6184210526315788
gossipcop-1258552214	14.8125	7.804166666666666	3.8412162162162162
gossipcop-1260836518	12.952380952380953	8.097560975609756	4.0886075949367084
gossipcop-1264231750	13.25	8.1875	4.228571428571429
gossipcop-1266666545	10.9140625	7.020997375328084	4.080097087378641
gossipcop-1267637959	13	7.745454545454545	4.061855670103093
gossipcop-1271062242	13.472222222222221	7.982781456953642	4.08723897911833
gossipcop-1277601040	13.444444444444445	8.942028985507246	3.7551020408163267
gossipcop-1284230032	13.045454545454545	8.409090909090908	4.6503067484662575
gossipcop-1287068479	13.047619047619047	7.67816091954023	4.346534653465347
gossipcop-1288551520	11.68421052631579	8.41025641025641	3.896551724137931
gossipcop-129245065	11.75	7	4.029126213592233
gossipcop-1294448305	13.970149253731343	8.852842809364548	4.385036496350365
gossipcop-12955535	12.466666666666667	7.507936507936508	4.018691588785047
gossipcop-129798707	9.2991452991453	6.556291390728477	4.540184453227932
gossipcop-1300270872	11.333333333333334	8.3	3.96875
gossipcop-1300529280	12	7.4	3.912280701754386
gossipcop-1305114310	14.090909090909092	8.65625	3.8433734939759034
gossipcop-1313702744	11.424242424242424	7.236559139784946	3.932781799379524
gossipcop-1314470611	11.142857142857142	7.296296296296297	4.071428571428571
gossipcop-1323742146	13.8	7.777777777777778	3.8636363636363638
gossipcop-1323947612	11.333333333333334	7.469387755102041	4.377777777777778
gossipcop-1328152817	11.8125	7.703703703703703	3.7093023255813953
gossipcop-1329261407	13.566666666666666	7.671171171171171	4.017060367454068
gossipcop-1333002237	13.8	7.75	4.3028571428571425
gossipcop-1336256939	13.25925925925926	7.097560975609756	3.8472222222222223
gossipcop-1339876563	8.838709677419354	6.216666666666667	3.6066666666666665
gossipcop-1344406228	12.872727272727273	7.4765625	3.9197396963123645
gossipcop-1360722071	11.424242424242424	7.236559139784946	3.932781799379524
gossipcop-1361315567	12	7.54054054054054	3.6687898089171975
gossipcop-1361560822	12.764705882352942	7.5285714285714285	3.5543478260869565
gossipcop-1365192937	11.192307692307692	7.282608695652174	3.536144578313253
gossipcop-1366889953	9.508196721311476	6.5	3.865102639296188
gossipcop-1369150512	10.8	6.787234042553192	3.3821138211382116
gossipcop-1369804075	10.23076923076923	6.5227272727272725	3.5396825396825395
gossipcop-13736481	11.27927927927928	7.478835978835979	3.699367088607595
gossipcop-1375570271	11.454545454545455	7.589743589743589	3.8771929824561404
gossipcop-1380587821	12.470588235294118	7.390243902439025	3.7899159663865545
gossipcop-1380729469	11.627906976744185	7.289962825278811	4.055872291904219
gossipcop-1381944265	12.727272727272727	8.102564102564102	3.6527777777777777
gossipcop-1385937069	12.1	7.891304347826087	4.142028985507246
gossipcop-1386564222	13.458333333333334	7.274193548387097	3.9774774774774775
gossipcop-1391794235	12.307692307692308	7.872641509433962	4.125
gossipcop-1393324921	12.9	7.225806451612903	3.533333333333333
gossipcop-1394099574	12.285714285714286	6.96	3.574468085106383
gossipcop-1398125520	11.848484848484848	7.120567375886525	3.8720379146919433
gossipcop-1398282945	11.307692307692308	8.28834355828221	4.592511013215859
gossipcop-1398529432	11.727272727272727	7.056818181818182	3.492957746478873
gossipcop-1399234045	13.833333333333334	8.179487179487179	4.042553191489362
gossipcop-1402129558	11.333333333333334	6.481927710843373	3.7470588235294118
gossipcop-140849966	11.583333333333334	7.097560975609756	4.128787878787879
gossipcop-1409790969	13.8125	8.366666666666667	3.6504065040650406
gossipcop-1410407190	11.434782608695652	6.815533980582524	3.8257575757575757
gossipcop-1410900558	10.793650793650794	6.91	3.7690058479532165
gossipcop-1413519098	12.789473684210526	8.023809523809524	3.542372881355932
gossipcop-1414621205	8.333333333333334	6.25	3.25
gossipcop-1416257068	12.28125	7.076923076923077	4.286173633440514
gossipcop-1418105606	14	8.56	3.911111111111111
gossipcop-141965938	15.2	9.2	4.318518518518519
gossipcop-1424848077	13	8.344827586206897	3.789473684210526
gossipcop-1432833690	10.142857142857142	6.538461538461538	4.191489361702128
gossipcop-1433840923	10.615384615384615	6.7073170731707314	3.684931506849315
gossipcop-1434380198	11.08	6.943820224719101	3.507142857142857
gossipcop-1440280874	7	5	4.222222222222222
gossipcop-1442274618	12.961538461538462	7.906976744186046	4.0048076923076925
gossipcop-1445432909	9.941176470588236	6.086956521739131	3.9906542056074765
gossipcop-1448464423	14.636363636363637	9.368421052631579	3.9753086419753085
gossipcop-1448667119	12.523809523809524	7.531914893617022	3.767605633802817
gossipcop-1450195626	12.764705882352942	7.850746268656716	4.048611111111111
gossipcop-1454304840	11.862068965517242	7.196581196581197	4.225806451612903
gossipcop-1455024839	10.578947368421053	6.3076923076923075	4.074074074074074
gossipcop-1457904080	12	5.5	5.5
gossipcop-1462766857	13.590909090909092	7.244094488188976	3.6632124352331608
gossipcop-1463233478	11.666666666666666	6.615384615384615	3.6818181818181817
gossipcop-1470939687	11.125	6.596153846153846	3.680672268907563
gossipcop-1472949555	11.928571428571429	7.59047619047619	3.880434782608696
gossipcop-1473113094	13.473684210526315	8.887323943661972	4.410404624277457
gossipcop-1474948818	13.222222222222221	7.906976744186046	3.926470588235294
gossipcop-1475623156	13.25	8.1875	4.228571428571429
gossipcop-1477811185	11.714285714285714	6.894736842105263	4.037735849056604
gossipcop-1485355129	12.468354430379748	8.064516129032258	4.173461231015188
gossipcop-1488759008	12.238095238095237	8.645569620253164	3.7225806451612904
gossipcop-1494351955	11.981481481481481	7.420792079207921	4.045454545454546
gossipcop-1495995782	13.931034482758621	9.1203007518797	4.388625592417061
gossipcop-1497308886	12.397435897435898	8.191044776119403	3.7426778242677825
